id,text
id_000263,"Tại sao món hàng giao giá trị vậy, tôi k nhận đc bất cứ hoá đơn hoặc giấy tờ nào để sau này tôi đc hưởng quyền lợi bảo hành điện thoại khi cần. "
id_000264,"Đặt hàng buổi sáng thì chiều nhận được. Lazada đóng gói hàng cẩn thận, đúng hàng FPT, mã VN/A."
id_000265,"Vẫn là hàng fptshop, quá đã !"
id_000266,cảm ơn? giao nhanh. hộp đóng nguyên vẹn
id_000267,Như lol
id_000268,ok good 
id_000269,Ok
id_000270,Hịn :)
id_000271,Thời gian bảo hành trên fpt không đủ 12 tháng. 
id_000272,Hàng FPT nên an tâm lắm
id_000273,"+ Đóng gói cẩn thận
+ Hàng nguyên seal, full box, đầy đủ phụ kiện
+ Hàng chính hãng, có sẵn tiếng việt, CH play
+ Thiết kế đẹp, quá ngon trong tàm giá, mình mua hôm flash sale chỉ 4.490 K
+ Vân tay siêu nhạy
+ Thao tác vuốt, chuyển đổi ứng dụng mượt mà"
id_000274,"Làm ăn thật sự rất tệ mình đã gửi hàng lần 2 giải thích rõ ràng chỉ các lỗi mình đã gặp cho Cleo LZD, và cái kết mình nhận đc là chờ 3 ngày cộng thêm 2 ngày nữa . Bên các anh chamsocdienthoai24h giờ thẩm định củng k ra k biết biết mình gửi máy đi mấy ảnh thẩm định kiểu gì hay vức 1 góc xong đi chơi ? 

"
id_000275,"Sản phầm dùng mượt nhưng bây giờ lỗi quá nhiều.
tự tắt nguồn, nghe gọi k đc, màn hình tắt, gọi zalo viber cũng k đc...
bây h có đổi hàng hoặc trả lại đc k nhỉ ?"
id_000276,"máy đẹp. nhưng bị lỗi nhìu quá, . lỗi wifi, thường xuyên sập nguồn,khởi động lại rất lâu. lỗi kết nối camera......haizzzz không bietts có ae nào bị giống mình ko nhỉ."
id_000277,"sản phẩm thì lỗi, cứ chối bay chối biến, không giải quyết, gửi trả hàng thì lâu quá lâu, đã gọi điện xin lỗi nhưng vẫn vậy, chờ mãi vẫn không thấy hàng đâu, không giải quyết thì trả hàng nhanh nhanh còn giải quyết hướng khác chứ, một trải nghiệm quá tệ, sẽ không có lần nào mua hàng trên này nữa."
id_000278,".  Mình mới nhận hàng hôm qua. Bóc hộp giấy ra không có 1 cái bóng chống xốc nào cả. 
Vỏ hộp máy đầu trên và đầu dưới bị ép móp cả hộp. 
.  Tiết kiệm đến vậy cơ à  ?_?"
id_000279,"Giao nhanh, máy đã chuyển TV sẵn. Vote 5* lúc mua
Chưa đầy 30 ngày sử dụng, máy bị tắt nguồn, màn hình k lên luôn, khởi động lại không được, cắm nguồn k lên đèn. Shop tư vấn chuyển bảo hành cho Xiaomi :(((("
id_000280,"Ngon, camera đẹp, game chiến tốt + màn to xem phim bao êm, có lỗi vặt nhưng cứ update Miui mới là fix đx, 5 sao"
id_000281,giao hang rat nhanh.sản phẩm nguyên seal hộp.máy đẹp.nhưng không biết kiểm tra bảo hành như thế nào nhỉ ? 
id_000282,"đẹp , giao hàng nhanh , đóng gói thiếu mấy cái giảm sốc ,cũng may là hộp hay sản phẩm không bị ảnh hưởng gì"
id_000283,"hàng nguyên đai nguyên kiện, máy chạy khỏe, chơi game vô tư mà không nóng máy, bin trâu, chúc shop buôn may bán đắt nhé ,cho shop hết sao

"
id_000284,"Máy rất tốt, Pin trâu khỏi phải nói luôn, chơi game mượt ổn định còn xem phim hay lướt face thì phải gọi là siêu ngon. mình mua ngay ngày sale và săn được phiếu giảm giá 500k ! ảnh shipper giao hàng rất nhanh + rất vui vẻ 
Cảm ơn shop nha ^-^"
id_000285,máy này lỗi quá trời lúc mới thì k sao sai máy tuần thì hay bị đơ chụp hình thì k lấy nét đc cài game thì game đc game k gửi tin nhắn thì k gửi dc
id_000286,máy báo có sóng nhưng ko nhận dc cuộc gọi và tin nhắn từ số khác. lắp sim sang máy khác thì bình thường. mong shop sớm phản hồi
id_000287,"máy đẹp, pin trâu sạc nhanh,cục sạc nhanh kèm theo 20w.camera lồi cao dù có ốp lưng cũng không che được "
id_000288,"máy khá đẹp, ban đầu định mua màu xám mà lại chọn nhầm màu xanh, nghĩ mặt lưng màu xanh không đẹp nhưng thật sự thì mặt lưng kính màu này đẹp cực, không hối hận khi đặt nhầm màu"
id_000289,"giao hàng nhanh, máy chính hãng nguyên, máy hơi to với nặng vì pin 5k , cầm 1 tay lâu sẽ mỏi , vân tay thì max nhanh 5*"
id_000290,"màu đẹp, chụp hình ok, sạc ~ 1h40p là đầy rồi,mua sale 4.490k"
id_000291,Lỗi ám màn không fix đc đâu ae à k nên mua mình đang trả lại hàng lấy tiền chờ ra cái mới r tính
id_000292,"vừa nhận hàng,ok nha"
id_000293,"Đặt hàng 7-4 nay 10-4 đã nhận hàng từ trưa. Cảm nhận qua là máy đẹp, màu xanh cực kì kích thích. Vân tay nhạy, cam ổn. Nhưng cam lồi thật :)))
Sẽ test thêm và đánh giá thêm sau cho anh em cảm nhận."
id_000294,"Đã nhận hàng, nguyên seal.máy đẹp, tuy nhiên rất dễ bám vân tay và ốp tặng kèm xấu quá. Đặt hàng trưa hôm qua mà sáng nay đã giao, đánh giá cao cho shop"
id_000295,"đẹp dã man thích ưng luôn ko phải bàn
"
id_000296,"Lỗi Bluetooth. đang liên hệ lại với cửa hàng. Lỗi đã hết. Dùng ưng ý!

"
id_000297,màn hình độ sáng hơi kém. Còn lại mọi thứ đều OK. 
id_000298,đẹp . pin trâu.  quá ngon
id_000299,"tốt như mong đợi, pin quá tốt."
id_000300,hoàng ok.nhưng còn lỗi lặt vặt... time gần đây xiaomi đã fixx lỗi  khá hiệu quả..
id_000301,Đã nhận dc hàng thấy lạ mua tối hôm trc hôm sau nhận hàng ok shop dang dùng mượt 
id_000302,"máy tự tắt nguồn rất khó chịu,và hay đơ màn hình"
id_000303,"Đã nhận mấy rất OK. đúng màu
nhưng gói hàng hơi lỗi 1 tí. "
id_000304,Cảm nhận đầu tiên là rất tuyệt vời 
id_000305,Hàng chuẩn nguyên seal. đóng gói cẩn thận
id_000306,"Hàng giao nhanh, sp đẹp hoàn thiện tốt
"
id_000307,"Giao hàng nhầm màu, đặt màu xám và dặn kỹ với Cửa Hàng mà vẫn giao nhầm màu."
id_000308,Nguyên đai nguyên kiện ! Thank lazada .đẹp và nhanh
id_000309,"máy mình đẹp, nhưng khi trượt về đa nhiệm thì khựng khựng như ram yếu. wifi thì tự bị mất mạng, tắt màn hình để một lúc dô lại là mất mạng(dù vẫn kết nối wf), phải tắt bật lại mới dô đc. chỉ 2 lỗi đó thôi"
id_000310,Rất là hài lòng máy mượt ! Nghe nhạc phê ! Anh em mún nghe nhạc hay vô cài đặt âm thanh chỉnh chế độn inzia nha !
id_000311,"Giao hàng nhanh, mới nguyện vẹn rất hài lòng "
id_000312,"Giao hàng hỏa tốc free, cực nhanh trong ngày. Máy đẹp, ốp lưng che đc phần camera lồi ra, chơi game mượt, ko nóng, có game turbo. ổn trong tầm giá, 5 sao. bạn nào cần thông tin j cứ cmt mình tl"
id_000313,máy hiện không cài đặt được điều khiển hồng ngoại cho tivi
id_000314,"Đặt 27/3 tới 4/4 nhận hàng, chuẩn màu mình chọn, áp mã vô tính ra cũng oke vì máy mới ra. cầm nặng tay, mình k thích cụm cam lắm vì lồi ra í :D mua tặng ng thân chứ k xài nên chỉ test qua, máy về cơ bản khá mượt mà, lưng bóng, k bám vân tay quá như mình nghĩ ^^. "
id_000315,"dùng chưa dc 1 ngày không lên màn hình dù máy vẫn chạy , lên đơn đổi trả từ 7.4 chưa thấy ai đến lấy hàng ,hỗ trợ mình nhé "
id_000316,"Sản phẩm đúng mô tả, đóng gói cẩn thận chắc chắn. Giao hàng nhanh, nv giao hàng nhiệt tình thân thiện"
id_000317,"ngon, bổ ,rẻ"
id_000318,giao hàng nhanh.thân thiện. 
id_000319,Sản phẩm tốt
id_000320,"Đóng gói cẩn thận, giao hàng nhanh. Máy nguyên hộp, đúng màu mình đặt. Hiện tại dùng tốt."
id_000321,"hàng nhận nhanh với  năng tất cả của máy OK trừ quay camera quay là hơi kem chưa đc OK lắm dù gì cũng cảm ơn shop 
"
id_000322,"Đặt mua ngày 7/4, Lazada giao luôn trong ngày 7/4 luôn. Xuất sắc.
Máy màu xám rất hợp với các bạn nam nha.
Máy mượt, màu sắc thể hiện tốt. Camera Ok.
5 sao cho cả máy và dịch vụ của Lazada. "
id_000323,"Hàng mới, chính hãng, đẹp, mượt. Giao hàng nhanh. Chưa biết kích hoạt bảo hành nhờ shop trợ giúp!"
id_000324,"máy bị lỗi khá nh, mik dùng đc 2 tuần r gặp phải 2 lỗi lớn. có 1 lần màn hình mik tắt đi và k bật lại đc nữa, mò mẫm mãi ms mở lên đc, BH thì chơi pubg hay liên quân sau khoảng 1 tiếng đến 2 tiếng thì lúc out game ra, máy bị đứng hình, nhẹ là 5s trở lên, nặng là khoảng vài p máy sẽ bị tự khởi động lại... MN có cách giải quyết thì giúp mik vs ạ."
id_000325,Mình mua hàng thêm phí 25k để sử dụng dịch vụ giao hàng hỏa tốc nhưng giao hàng trễ hạn. Cũng không được trừ lại phí giao hàng. Ghi là địa chỉ văn vòng làm việc mà giao hàng đến lúc 20h dù hàng đặt từ ngày hôm trước
id_000326,hàng ok và đặc biệt giao siêu nhanh hôm qua đặt hôm nay đã tới rồi mà shop ở Hồ chí Minh mình ở lạng sơn 😁
id_000327,"Hôm qua đặt hnay nhận dc r. Về cảm quan sử dụng khá mượt, màu xanh đẹp. Chưa test dc các chức năng khác, sd lâu dài mới biết dc"
id_000328,"Máy rất đẹp
giá tốt
giao đúng màu xanh tôi thích
giáo hàng hơi lâu nhưng chất lượng thì rất là tốt ạ:3"
id_000329,"nhận hàng đc mấy bữa rồi nhưng để trải nghiệm vài hôm mới đánh giá. nhận xét chung là quá ổn trong tầm giá. pin dùng hỗn hợp bắn pubg, face, tiktok... oncreen đc 10h. bắn pubg quá ok. máy mượt, chơi game chỉ ấm ấm chứ k quá nóng. giao hàng nhanh, nhận đc sớm hơn dự kiến. cho 10 sao."
id_000330,mới mua được 12 ngày mà bị lỗi không thể vuốt thanh trạng thái. đang 30% pin mà máy báo dưới 20% cần sạc rồi tắt nguồn khởi động lại pin từ 30% khởi động xong còn 17% mua phải máy lỗi buồn quá 
id_000331,"Máy bị bóng mờ xung quanh màn hình, đã vậy còn có 3 vệt bóng mờ trên góc phải màn hình, shop hỗ trợ mình vs nhé "
id_000332,"Tôi nhân đuoc điên thoai nây ,  khi mô ra la thây hai long , sau khi sai đuoc vai tuân tôi thây điên thoai nây qua chuân , thât la đang đông tiên bo ra , AE nao co nhu câu thi nên mua . Thanh that cam on LAzada"
id_000333,ok đó
id_000334,"Sau mấy ngày dùng, đánh giá như sau:
- Pin rất tốt, hơn hẳn Note8 pro đã dùng. máy mát, hiệu năng đc do k nhu cầu chơi game. 
- Bị treo máy, đang dùng đơ luôn, màn hình tắt, k biểu hiện gì nữa. phải bấm phím cứng về Fastboot reset máy, rất bực mình. bị tầm 5 lần rồi. không biết do phần mềm hay do ram 4g yếu. So với Note8 pro thì k mượt bằng, k ổn định tí nào. Mình nghe gọi vào mạng nhẹ thì ok, bạn nào chơi game nên suy nghĩ hoặc mua bản 6/128 nhé, ram có thể tốt hơn. 
Hi vọng Xiaomi sớm khắc phục lỗi chứ vài lần reset nữa muốn đập mẹ máy đi. 

Hôm nay sau nửa tháng dùng vẫn bị. Sáng nay lại đứng im reset lại rồi, ae nào bị không. "
id_000335,máy bị ám màn trong màn nền đen. máy để từ lúc mua tới giờ mới khui hộp chưa đến 1 tháng mà không đổi trả được sao nhỉ.
id_000336,"Máy dùng Ok, có một số lỗi nhỏ xíu xiu nhưng mà không ảnh hưởng lắm, Cửa hàng hỗ trợ nhanh, và nhiều lần trong ngày.  "
id_000337,"mới mua đc 1 tuần đã cháy cục sạc,gọi hãng k ai trả lời,gọi số tổng đài đã k ai nghe còn mất tiền cước nữa"
id_000338,đt dùng pin trâu cũng khá ổnaf vừa tuej nhiên bị đơ tắt màn đen thui k bật lên đc phải sạc ând nút nhuồn 1 lúc mới lên tưởng hóng. vậy là k ổn chút nào
id_000339,"quá ok nha. may mắn nhận dc máy k lỗi lầm j. mua hôm flash sale giá chỉ 4tr5 quá hời.
nhận xét về máy: rất dài cảm giác cầm nắm hơi k quen, máy nặng, 9h on screen.

"
id_000340,"Mới nhận máy hôm qua. thời gian từ lúc đặt máy đến nhận máy là 7 ngày. máy lúc đầu có 1 số lỗi. đang dùng bt, còn sau này 1 thời gian thì như nào thì k biết. shipper giao hàng nhiệt tình.
"
id_000341,"sản phẩm tốt oke
"
id_000342,Giao hàng nhanh chóng. Đóng gói kỹ. Đúng màu xám như yêu cầu. Hàng chính hãng nên yên taamam.
id_000343,"giao hàng nhanh 
máy đẹp"
id_000344,"hàng quốc tế digital nhé, thấy nhiều người kêu hiển thị màu đen thành màu xám là không phải nhé, máy đẹp nhé mọi người"
id_000345,hàng ok
id_000346,"Máy ngoại thất đẹp, nhưng nội dung hơi tệ, Camera 48mp với cả AI nhưng xử lý ảnh chưa tốt, chỉ phủ hợp với những ai thích selfile. mình có thử quay video nhưng chất lượng cũng không tốt lắm. Đến thời điểm hiện tại thì chưa xảy ra hiện tượng gì. chíp 720 hiệu năng chưa tốt theo cảm nhận của mình vì xưa nay toàn xài trên 835. tuy nhiên nó có lợi thế là tiết kiệm pin. Ứng dụng rác của Xiaomi quá nhiều, rất nhiều trong số đó mình ko dùng đến. giá tại thời điểm mình mua là 4,490k.
"
id_000347,"ok ngon
"
id_000348,"Giao hàng quá nhanh, nguyên seal, ngon lành"
id_000349,"Hàng chuẩn đúng màu Blue
Nguyên seal. Hy vọng xài OK
4tr3 thank you Lazada birthday"
id_000350,"Tại sao khi giao hàng cho tôi nói rằng máy mới, chưa bóc tem nhưng khi nhận máy, pin đã có sẵn 60 phần trăm và đã dán sẵn màn hình bằng kính"
id_000351,"Máy tự động sập nguồn,ít nhất ngày bị 1 lần.phải khởi động máy mới đc.trả hàng thì kick vào trả hàng ko thấy hiện gì thì trả làm sao dc"
id_000352,Hàng ok chính hãng. Shop cần cho deal nhiều nhiều để nhiều AE tiếp cận sản phẩm Xiaomi onl nhiều hơn
id_000353,ok
id_000354,"Một vài thao tác hơi bị khựng và lag, không biết là do lỗi bản MIUI hay là phần cứng, còn lại thì ok."
id_000355,"Hàng Tốt, Giá Rẻ, Giao Nhanh, 5 sao"
id_000356,"Máy ngon bổ rẻ, nâng cấp từ redmi 5 plus lên con này cũng đáng tiền. Còn 5 plus vẫn còn ngon chuyển giao cho ông bà dùng. Hàng xiaomi thì bền thôi rồi"
id_000357,"Giao hàng nhanh, đặt hàng trưa hôm trước sáng hôm sau nhận được hàng ( ở tỉnh). Máy chạy mượt mà,đầm tay.Viên pin lớn và chip mới hy vọng sẽ chạy bền . Mua hàng cho người thân chỉ test sơ qua thôi nên không có ý gì nhiều."
id_000358,full box.máy dùng 2 ngày mới hết pin. sạc nhanh nhưng nóng. chơi game ổn.nói chung với phân khúc điện thoại 5tr thì ok
id_000359,"quá ngon trong tầm giá, chip mạnh, pin trâu, màn hình đẹp. trước mình định chờ realme 6 xem sao nhưng lâu quá ko thấy ra nên mua luôn em note9s, dùng thấy ko có gì phải tiếc các bác ạ ^^"
id_000360,"Điện thoại mới xài đc mấy ngày,thường xuyên tắt nhím màn hình nhưng vẫn có tiếng,có cuộc gọi đến không nhận đc phải reset mới đc"
id_000361,"thấy m.n bảo lỗi nhiều,trộm vía mk dùng thấy quá ổn,cam đẹp,mọi thứ tốt,ổn,nhưng ai bt kích hoạt bảo hành điện tử thế nào chỉ e với"
id_000362,"máy đẹp hơn trong hình , màn hình hiển thị đẹp , hiệu năng tốt trong tầm giá , . nhược điểm là cái app điện thoại ko phải"
id_000363,"đơn hàng đã đặt không xem lại được màu gì, shop không gọi điện xác nhận lại với khách, không có hướng dẫn bảo hành hay đổi trả nếu có lỗi."
id_000364,giao hàng nhanh
id_000365,"Giao hàng rất nhanh , máy đẹp , phần mềm phần cứng trải nghiệm mới đánh giá dc."
id_000366,quá tuyệt vời
id_000367,"Máy đẹp, hiệu năng, màn hình đẹp"
id_000368,mừng quá... làm ăn uy tín... tin tưởng lâu dài...làm ăn tấn tới nhen shop...cho 5 sao
id_000369,"Giao hàng hơi lâu, khuyến mãi nhiều cái khá ảo, săn nửa đêm dc có 200k mà đên sáng ngày 27chả cần săn gì cũng dc voucher 500k, chán"
id_000370,Nhiều lỗi chưa khắc phục được nhé
id_000371,"MÀN HÌNH HỞ SÁNG Ở 4 VIỀN, SHOP HỖ TRỢ KHÁCH HÀNG VÔ CÙNG TỆ, SẢN PHẨM CUỐI CÙNG MUA Ở LAZADA"
id_000372,Máy pin trâu . màn hình đẹp . cảm ứng mượt. Quá rẻ trong tâm giá 5tr
id_000373,Sản phẩm đáng tin cậy
id_000374,"giao hàng nhanh, hàng chuẩn"
id_000375,Máy đẹp thiết kề hiên đại! Hài lòng
id_000376,màn hinh đang bi lỗi bóng mờ 
id_000377,"Hàng đẹp, chất lượng tốt, giao hàng rất nhanh. Xứng đáng 5 sao!"
id_000378,màn hình kém
id_000379,đóng gói cẩn thận máy chính hãng ko lỗi gì. giao hàng hơi lâu
id_000380,"sản phẩm rất tốt đúng như quảng cáo, mà giao hàng còn nhanh nữa!"
id_000381,Đóng gói sản phẩm sơ sài quá
id_000382,"máy mới nguyên seals phiên bản quốc tế luôn quá ok 

"
id_000383,máy chính hãng nên không gì để phàn nàn shop phục vụ  tốt giao hàng nhanh
id_000384,"đã nhận hàng, ok nhờ shop kích hoạt bảo hành dùm"
id_000385,"hàng chính hãng,  rom quốc tế,  không có gì để phàn nàn"
id_000386,"Giao hàng nhanh, sp ok
"
id_000387,qá ngon với tầm giá. sale còn 4t5.  mượt chụp hình cung đc zs giá.  😃😃😃😃😃😃😃😁 cho luôn 5*
id_000388,shop tư vấn nhiệt tình. giao hàng cực nhanh. săn đc vocher giá rẽ. tks Shop sẽ ủng hộ thêm.
id_000389,Máy ngon chuyển hàng nhanh 5 sao
id_000390,"Máy khá nặng. to với tay so với con gái. chụp ảnh tạm, quay video tệ. Cần pass giá 4tr2. Pin to nhưng xài cũng mau hết "
id_000391,"Hàng chất lượng đáng tin cậy, đang test... Shop rất nhiệt tình... "
id_000392,"giao hàng quá nhanh. 5 sao cho ninjavan
hành đẹp đóng gói kỹ. 5 sao cho lazada "
id_000393,đóng gói chắc chắn giao hành nhanh
id_000394,máy đẹp ổn trong tầm giá 
id_000395,"Camera chụp xuất sắc,hàng đẹp
"
id_000396,"màu xanh hơi sáng, còn lại ok"
id_000397,"Máy đẹp, xài ok. Được tặng ốp lung nữa 👍"
id_000398,"Đã nhận máy. Giao hàng nhanh.
Tra cứu trên web chưa thấy thời hạn bảo hành. Nhờ shop kích hoạt bảo hành giúp mình."
id_000399,điện thoại ok. vẫn chuyển hộp ko bị móp. giao đúng màu
id_000400,"Hàng đẹp, đúng màu. Nhưng chưa biết kích hoạt bh điện tử."
id_000401,máy đẹp lắm
id_000402,Giao màu khác với màu mua tuy nhiên shop nhắn tin rất cầu toàn nên vote 5 sao. 
id_000403,"giao hàng nhanh,máy dùng rất ổn,pin trâu."
id_000404,"mới xài thì khá hài lòng, thời gian dùng sẽ đánh giá thêm. điểm trừ là giáo hàng lâu vãi cả ****"
id_000405,"Sài tốt, còn độ bền thì chờ thời gian"
id_000406,máy ok xài 1 tuần rồi k bị gì
id_000407,"hàng dùng nhanh nhạy,đáng tiền"
id_000408,Sản phẩm rất đang mua. 
id_000409,Ngon trong tầm giá. Nguyên seal
id_000410,"ahihi
tốt lứm"
id_000411,"mua hộ cho bạn , chưa d7ngf k biếbij sao ko ?"
id_000412,Tôi chưa nhận được hàng mà đơn hàng đã có tình trạng Đã Giao hàng!
id_000413,máy dùng tốt
id_000414,hàng rất đẹp như mong đợi cám ơn shop
id_000415,hàng OK lắm nhaa chất lượng siêu tốt. tuyệt vời trong tầm giá
id_000416,khá hài lòng về chất lượng. ;)
id_000417,khá hài lòng. ;)
id_000418,"tốt trong tầm giá
"
id_000419,chưa nhận được hàng
id_000420,"chưa nhận đc 1 kiện hàng nào mà đã báo đã giao đã thanh toán, lừa đảo"
id_000421,Máy đc tuy nó khác với hình nhg dùng đc mỗi tội là pin nó ko chuẩn lắm 
id_000422,Đã nhận đc hàng. Nguyên seal
id_000423,Hàng tốt. perfect
id_000424,sản phẩm tốt
id_000425,"điên thoại mới nhận mà không lên nguồn ! tôi loay hoay không biết làm sao
"
id_000426,"máy ok phết
"
id_000427,Hàng thấy ổn mà sao mọi ng kêu bóng mờ vs lỗi viền nhỉ ???
id_000428,"máy chạy nhanh mượt, bắt sóng mạnh, vân tay nhạy, hình chụp đẹp như camera chuyên nghiêp. Đóng gói kỹ vận chuyển nhanh. Đề nghị nhà phân phối bảo hành điện tử giúp "
id_000429,hàng OK tốt với tầm giá! chỉ sợ máy nhập bên Trung có virus lên lúc bóng seal khử trùng liên tục 😆😆
id_000430,"Máy chất lượng quá tốt :))) đẹp , màn to , rất đáng tiền mua . Dùng xiaomi đã 4 năm nay chưa từng thất vọng . Vận chuyển cũng rất nhanh."
id_000431,Máy ngon nguyên seal. Cầm đầm tay chơi game ko nóng. 20% pin đầu hết nhanh nhưng về sau rất trâu. Dùng hỗn hợp chủ yếu là liên quân đc 12h
id_000432,mới nhận máy tối qua hàng nguyên seal nói chung ok nhưng pin hơi kém so với mức 5020 của nó. wifi kém nữa. ngoài hai cái đó thì ko vấn đề gì. 
id_000433,"đánh giá: máy đẹp, nặng , pin quá trâu, cam tạm đợi cập nhật chắc ổn. màu xám chắc đẹp hơn :) .
nói chung trong tầm giá quá ok, mua sale ( 4tr7)
chỉ có cái lăn tăn là nút nguồn tích hợp vân tay lỏng lẻo, cảm giác không ngon. sao ko làm ở mặt lưng cho ngon lành nhỉ ?
"
id_000434,"Hàng như mô tả, nhưng đóng gói không chắc chắn, chỉ là 1 cái hộp giấy bên ngoài, không có túi chống sốc . "
id_000435,Máy đẹp. Nhanh. Hàng chính hảng nên dùng rât yên tâm. Màn hình đep. Loa nghe to .Chup ảnh camera trước xấu...tầm giá 4tr5 hàng chính hãng là vừa.trên 5tr thì ko hợp lý.
id_000436,"quá ngon cho 1 siêu phẩm kkk đẹp tuyệt vời ông mặt trời, cấu hình quá mạnh so với giá, camera xuất sắc 😇"
id_000437,hàng chính hãng nguyên seal.SP so với tầm giá thì trên cả tuyệt vời
id_000438,Mua cái thứ 2. Màu xám đẹp hơn màu xanh. Cứ cái gì mua của lazada bán độc quyền đều ngon....
id_000439,"máy tốt pin trâu tuyệt

"
id_000440,Tốt. giao hàng sớm
id_000441,"vận chuyển nhanh , máy sài tốt , chúc lazada ngày càng phát triển"
id_000442,"nói chung OK,cho hỏi màn hình bị bóng mờ khung viền là bị gì shop
"
id_000443,ae dung lên mua voi đang rat nhiều lời nhé. 
id_000444,sản phẩm giống như miêu tả
id_000445,Camera chụp đẹp. Hình như 4 ram hơi thiếu hay là do chưa tối ưu tốt máy thỉnh thoảng bị lag.
id_000446,"giao hàng nhanh, máy đang dùng không biết có lỗi lầm gid khokng"
id_000447,rất hài lòng. hàng mới nguyên seal
id_000448,"máy đẹp, nhg phiếu bảo hành thì mình chưa thấy trong hộp
"
id_000449,"máy tốt,nhận hàng nhanh,mua đúng lúc giá tốt rất hài lòng về giá cả và chất lượng"
id_000450,"hàng chính hãng, lại còn ưu đãi voucher. LZD giao hàng rất nhanh nhé"
id_000451,"điện thoại dung tốt, pin trâu"
id_000452,4.5 tr. rất tốt
id_000453,máy dùng tam ổn pin 5k mà vẫn mau hết
id_000454,"giao hàng nhanh máy nguyên seal, rất hài lòng "
id_000455,"nhanh tiện lợi

"
id_000456,"Giao hàng nhanh, đóng gói hàng cẩn thận, sản phẩm phải dùng mới biết được"
id_000457,Hàng tốt vượt mong đợi... Thanks
id_000458,"cực kì okiii nha mn ơiiiiii 
quá ổn và ko có lỗi nhưng có vẻ sóng đt hơi yếu 1 xí
"
id_000459,nguyên seal tốt..vskwbshsiwksbsjsnsshsjsnsjsksnsb
id_000460,hàng quá đẹp ạ.chính hãng của XIAOMI.vận chuyển nhanh.rất hài lòng ạ
id_000461,Đt dùng tốt
id_000462,"máy đẹp dung ok
"
id_000463,giao hàng nhanh đúng mẫu mã còn nguyên zin mọi thứ 
id_000464,quá ok cho cái tầm này
id_000465,"giao hàng nhanh đóng gói rất cẩn thận
"
id_000466,"pin trâu sạc 1h40p đầy.máy mượt mát chụp ảnh khá,vân tay nhạy,loa khá ấm"
id_000467,cho em hỏi cái này bảo hành ra sao ạ và sài tắt màn hình liên tục ak
id_000468,"máy vẫn còn lỗi 
"
id_000469,Máy 1 ngày xụp nguồn 2 lần cần đuọc liên hệ hổ trợ đổi trả 
id_000470,ok hài lòng
id_000471,sản phẩm hơi bị lỗi
id_000472,4tr5 ngon lành quá 
id_000473,"đúng là siêu phẩm quá tuyệt :) 
"
id_000474,Very quick delivery and great value for the product!
id_000475,"Cis voucher mua giá hợp lý. Cấu hình ngon trong tầm giá. shop giao hàng nhanh. 
"
id_000476,Hàng chất lượng
id_000477,Rất hài lòng ko biết sau đây có lỗi ko nựa cảm ơn shop rất nhiều
id_000478,"Sp tốt, đáng đồng tiền bát gạo🙋💪"
id_000479,"chất lượng tuyệt, giao hàng nhanh"
id_000480,"
ổn trong tầm giá"
id_000481,"sản 
phẩm mới chất lượng tốt giá cả hợp lý máy đẹp."
id_000482,"rất đẹp, dùng mượt mà.đề nghị kích hoạt bảo hành"
id_000483,Giao hàng nhanh ok
id_000484,"máy nặng pin trâu, mượt nói chung 4tr5 ko che đc điểm j ở tầm giá này"
id_000485,Mới đặt lúc 8h tối qua sáng nay đã nhận hàng nhanh vãi nồi thiệt
id_000486,"Sản phẩm tuyệt vời, cho 5 sao."
id_000487,"Hàng chuẩn, giáo hàng nhanh."
id_000488,"Giao hàng nhanh mới dùng thấy máy rất ok, về sau chưa biết 😂😂😂"
id_000489,Sản phẩm tốt. Nhân viên giao hàng tận tình
id_000490,tốt trong tầm giá
id_000491,Đã nhận hàng. Giao hàng nhanh. Hàng chính hãng chất lượng. Nguyên seal. Sẽ ủng hộ shop. 👍
id_000492,"giao hàng nhanh,gút gút "
id_000493,Xịn xò
id_000494,"sp như mô tả,màu xanh rất đẹp,mua ngày sn km rẻ,tks shop"
id_000495,Ok sp rất đẹp Thank Lazada
id_000496,"Mấy đẹp chắc tay, hoàn thiện tốt, máy chưa thực sự mượt lắm "
id_000497,Giao sai màu
id_000498,Nói chung là ok
id_000499,"giao hàng nhanh, hàng nguyên seal. thế nhưng lại ko bọc xốp bảo vệ hộp bên trong"
id_000500,giao hàng nhanh..verry good!
id_000501,Ok
id_000502,Good
id_000503,"đẹp lắm 
"
id_000504,ngon quá
id_000505,sản phẩm chất lượng 
id_000506,"Hơi nặng tay, còn lại tốt so với tầm giá.


"
id_000507,"Giao hàng nhanh, hàng chuẩn"
id_000508,"đặt mua ngày 7/4 ngày 8/4 đã có máy quá nhanh quá nguy hiểm, máy quá tốt cho cái giá 4490k."
id_000509,"Máy ổn mua 2 con 
"
id_000510,máy đẹp. đặt màu xám nhưng shop giao màu xanh. shop kích hoạt bảo hành điện tử giùm
id_000511,"giáo nhanh , hàng ok"
id_000512,tốt. chất lượng phụ kiện đầy đủ
id_000513,tuyệt vời ông mặt trời 🌞🌞
id_000514,quả thật rất tuyệt vời. 5*
id_000515,máy đẹp . giá quá hợp lý 😍😍
id_000516,Làm sao để kich hoạt thời hạn bảo hành vậy lazada
id_000517,Mình xin hướng dẫn kích hoạt bảo hành điện tử và bảo hành rơi vỡ
id_000518,ok mong la chế độ bảo hành tốt
